year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20120925,21.8,16.9,27.8,0,3234
20120926,21.3,17.5,25.4,0,3269
20120927,20.3,17.7,23.6,0,3384
20120928,18,15.4,22,1.6,3586
20120929,16.4,14,19.8,0.1,3556
20120930,16.2,12,21,0,3556
20121001,18.1,12.5,24.6,0,3556
20121002,19.3,14.3,24.9,0,3503
20121003,19.9,15,26,0,3673
20121004,19,14.4,24.2,0,3737
20121005,19,14.9,22.8,0,3796
20121006,19.6,16.1,24.5,0.1,3773
20121007,19.2,15.1,24.4,0,3773
20121008,18.4,14.6,23.4,0,3966
20121009,17.6,13.8,22.4,0,3860
20121010,15.7,12.6,20.3,1.6,3860
20121011,13.9,9.9,19,0,3931
20121012,14.9,8.5,21.4,0,4003
20121013,16.4,11.3,23.1,0,3970
20121014,16.3,12,21.8,0,3970
20121015,14.8,10.3,21.8,0,3899
20121016,17.1,10.8,23.4,0,3827
20121017,12.6,8.1,17.6,1.6,3827
20121018,11.6,6,17,0,3827
20121019,14.8,10.3,20.1,0,4033
20121020,15.8,10.5,21,0.1,3899
20121021,18.3,15.4,23.7,0,3966
20121022,13.4,8.5,17.1,26.7,3816
20121023,10,4.5,14.5,0,3934
20121024,13.2,9.5,18.4,0,3863
20121025,15.2,12.6,20,0.1,3674
20121026,15.9,11.1,22.3,0,3661
20121027,14.3,12.5,16.4,25.4,3661
20121028,14.3,10.8,18.8,0,3621
20121029,11.7,8,16.7,0,3600
20121030,8.6,5.8,12.4,0.3,3484
20121031,6.9,2.8,11.6,0.4,3550
20121101,5.6,2.7,10,0.1,3546
20121102,7.2,1.6,12.4,0,3531
20121103,9.4,3.2,15.7,0,3460
20121104,11.8,9.1,15.3,5.8,3617
20121105,8.5,7.2,10.7,3,3741
20121106,7.1,5.1,8.6,4.5,3741
20121107,8.4,4.1,12.5,0,3681
20121108,8.8,6,12.6,0,3681
20121109,9.4,4.4,15,0,3681
20121110,12,9.2,14.7,3,3670
20121111,8.7,3.6,12,18.1,3636
20121112,7.3,5.8,9.1,1.2,3676
20121113,5.3,1.7,9.1,3.1,3707
20121114,2.4,-0.6,6.7,0.7,3729
20121115,4.2,-0.3,9.8,0,3543
20121116,4.9,1,8.2,5.7,3434
20121117,5.3,1.5,8,4,3543
20121118,3.5,-0.5,8.4,0,3543
20121119,3.4,-0.5,7.6,1.1,3506
20121120,1.9,-1.8,6.4,0,3219
20121121,4.1,-0.4,8.4,0,3219
20121122,6.7,1.9,10.5,0,3304
20121123,3.3,0.3,6.9,0.5,3276
20121124,1.7,-1.8,6.7,0,3279
20121125,3.4,-0.7,7.5,1.2,3143
20121126,2.3,-1.2,5.1,2.8,3143
20121127,2.1,-2.8,6.5,0,3143
20121128,5,-0.1,10.2,0.8,3143
20121129,0.8,-1.9,4.7,0,3143
20121130,1.7,-3,6.2,0.1,3269
20121201,-0.9,-5.9,4,0.2,3269
20121202,2.9,1,7.1,0.6,3274
20121203,1.7,-1.6,5,3.2,3274
20121204,-3.3,-5.9,-0.1,0.1,3274
20121205,-3.8,-6.2,-0.8,6.7,3384
20121206,-6.3,-10.3,-2.9,0.6,3456
20121207,-4.5,-6.4,-2.4,3.3,3507
20121208,-8.2,-11,-5.3,0.9,3507
20121209,-10.5,-13.2,-7,0.4,3447
20121210,-8.3,-11.8,-4.6,0,3673
20121211,-6.5,-10.4,-0.8,0,3673
20121212,-5,-9,0,0,3813
20121213,-1.5,-6.2,3.4,0,3727
20121214,2.7,0.3,4.7,25.3,3609
20121215,4.6,1.9,8.3,0.5,3609
20121216,1.6,-1.2,4.3,0,3497
20121217,-0.4,-4.7,3.2,0,3564
20121218,-6.8,-9.2,-4,0,3384
20121219,-6.9,-10.4,-2.8,0,3343
20121220,-3.4,-7.8,0.3,0,3343
20121221,-0.7,-1.9,0.8,6.7,3463
20121222,-3,-5.9,-0.8,0,3587
20121223,-8.9,-12.5,-5.9,0.4,3691
20121224,-8.8,-13.6,-4.5,0.1,3667
20121225,-8.9,-13.7,-4.6,0.3,3596
20121226,-10.8,-14.5,-7,0,3441
20121227,-5.7,-11.3,-0.8,0,3180
20121228,-0.9,-3.5,1.5,7.3,3180
20121229,-0.3,-1.9,0.6,2.2,3137
20121230,-8.2,-10.7,0,1.5,3137
20121231,-8.7,-11.6,-5,0.2,3183
20130101,-4.7,-8.7,0,2,3294
20130102,-11.7,-15.1,-4.8,0.4,3276
20130103,-13.2,-16.4,-9.3,0,3180
20130104,-10.7,-14.8,-5.8,0,3063
20130105,-7,-12.1,-1.2,0,3021
20130106,-6.3,-9.4,-2,0,2827
20130107,-5.1,-8.8,0.1,0,2827
20130108,-4.6,-6.8,-0.7,0,2827
20130109,-9,-10.7,-6.4,0,2714
20130110,-8.3,-12.3,-3.6,0,2714
20130111,-3.2,-7.9,1.4,0,2686
20130112,0,-2.7,4.2,0.1,2727
20130113,-0.5,-3,3.3,0,2784
20130114,-2.1,-4.3,1.8,0.1,2906
20130115,-2.1,-5.5,2,0,2949
20130116,-2.6,-5.8,0.4,0.1,3166
20130117,-5.8,-8.2,-2.5,1.9,3166
20130118,-4.4,-9.2,0.2,0,3280
20130119,0.5,-2.5,4.6,0,3280
20130120,1.6,-2,4.1,0,3250
20130121,2.2,1.1,4,19.3,3324
20130122,3.8,2,6,2.2,3281
20130123,1.8,1,3.8,1.4,3337
20130124,-0.9,-6.7,2.4,0.3,3337
20130125,-9.1,-10.8,-6.5,0,3337
20130126,-9.2,-11.9,-5.1,0,3219
20130127,-7.3,-10.7,-3.9,0,3026
20130128,-3.5,-8.9,0.2,0,3026
20130129,2.2,-0.3,3.7,0,3026
20130130,5.4,3.5,8.5,0,3026
20130131,7.4,3.7,11.5,0.5,3113
20130201,7.3,3.7,9.3,31.3,3071
20130202,-1.1,-4.5,3.7,0,2951
20130203,-3.2,-5.8,-1.1,3.2,2886
20130204,-0.8,-3.3,2.5,4.2,2929
20130205,-0.6,-4,2.7,3.9,2856
20130206,-1.5,-3.1,0.2,2.2,2927
20130207,-11.1,-13.8,-2.6,0.1,2856
20130208,-11.5,-15.8,-6.1,0,2980
20130209,-7.2,-12.3,-2.6,0,2927
20130210,-4,-8.4,-0.5,0.1,2949
20130211,-5.8,-10.4,-0.9,0,3031
20130212,-3.8,-4.8,-1.9,0.3,3031
20130213,-1.3,-6.3,2.9,0,3191
20130214,1.1,-2.6,5.2,0,3191
20130215,-1.2,-5.2,1.5,0,3149
20130216,-2.6,-7,2.6,0,3149
20130217,2.3,-2.1,5.8,1.9,3149
20130218,0.5,-2.5,3.1,1.8,3161
20130219,-2.9,-7.1,0.6,0.5,3060
20130220,-4.8,-8.7,0,0,3100
20130221,-1.7,-5.3,2.5,0,3157
20130222,0.5,-3.1,4.3,0.6,3187
20130223,-0.9,-4.4,2.4,0,3341
20130224,1.4,-2.4,5.3,0,3297
20130225,3.3,-0.7,8.6,0,3297
20130226,4.8,2.5,7.5,0.2,3259
20130227,3.4,0.8,8.8,0,3337
20130228,6.7,-1.1,13.9,0,3361
20130301,0.8,-2.4,7.7,4.9,3434
20130302,-0.8,-4.4,3.1,0,3354
20130303,0.4,-3.5,4.8,0,3473
20130304,3.1,-0.7,8.9,0,3473
20130305,3.7,-0.7,9.1,0,3436
20130306,7.9,0.9,14.3,0,3436
20130307,8,4.3,11.7,0.8,3504
20130308,8.5,3.8,14.1,0,3441
20130309,13.2,6.2,23.8,0,3441
20130310,1.2,-1.5,7.9,0,3244
20130311,4.2,-2.6,12.1,0,3216
20130312,7.5,1.6,11.7,1.4,3237
20130313,5.2,1.8,8.4,16.1,3334
20130314,4.1,0.9,9.8,0,3391
20130315,4.6,0,10.5,0,3434
20130316,6.3,1.6,12.7,0,3434
20130317,8.2,3.4,15.9,16,3434
20130318,8.3,5.3,14.2,16.3,3274
20130319,8,5.2,11.4,0,3337
20130320,2.8,-2.5,8.5,2.3,3297
20130321,1.5,-4,7.2,0,3384
20130322,3.4,0.9,6.9,0,3426
20130323,5.4,-1.2,12.1,0,3426
20130324,5.1,1.8,10.2,0,3419
20130325,2.8,-0.7,7.8,0.8,3301
20130326,4.4,-0.9,10.4,0,3230
20130327,7.5,1.4,14.9,0,3180
20130328,7.3,4.4,12,0,2920
20130329,5.4,0.6,10.4,0,2920
20130330,4.9,2.3,10.2,0.3,2751
20130331,6.3,1,13.2,0.6,2751
20130401,9.2,3.3,13.4,0,2821
20130402,7.2,5.8,9.5,1.4,2727
20130403,7.9,3.9,14.1,0,2843
20130404,12.6,5.6,19.8,0,2843
20130405,14.6,10.1,19.9,0.3,2843
20130406,7.5,2.5,13,24.7,2799
20130407,5.1,2,9.6,1.6,2727
20130408,8,2.5,13.8,0.1,2761
20130409,6.2,3.2,10.7,0.3,2716
20130410,5,1.3,8.1,0.1,2716
20130411,5.5,3.7,9.6,0.5,2620
20130412,6.9,2.2,11.9,0,2603
20130413,11.4,3.4,17.5,0,2589
20130414,8.3,4.2,12.2,1.5,2617
20130415,7.5,2.6,12.5,0,2664
20130416,13.2,8.6,19.1,0.1,2394
20130417,14.8,10.3,20.6,0.3,2303
20130418,12.3,9,16.3,0,2256
20130419,9.8,5.1,15,0,2184
20130420,6.6,4,10.1,9.7,2184
20130421,9,4.2,15.3,0,2184
20130422,11.4,5.6,17.2,0,2184
20130423,11.2,9.7,14.8,22.1,2173
20130424,12.3,8.3,18,1.5,2339
20130425,9.3,7.9,13.8,2.2,2359
20130426,11.7,6.9,16.3,0.5,2339
20130427,12.8,8.2,18.5,0.8,2177
20130428,16,10.3,21.6,0,2281
20130429,13.5,9,17.7,7.5,2281
20130430,13.4,7.7,19.5,0.1,2040
20130501,13.2,8.7,18.6,0.2,1971
20130502,12.4,9,17.1,1.1,1757
20130503,12.6,9,18.2,0.9,1757
20130504,13.9,9.3,19.6,0.1,1771
20130505,14.3,9.2,20.6,0,1664
20130506,14.6,7.9,21.3,0,2367
20130507,18.7,11.9,26.7,0,1891
20130508,19.4,12.7,26.2,0,2177
20130509,18.1,14.7,23,3.8,2177
20130510,14,10.4,16.1,15.9,2293
20130511,17.9,11,24.8,0,2236
20130512,19.1,16.4,22.5,0.1,2184
20130513,21.6,17.7,26.8,0,2126
20130514,20.2,17,25.3,0,2154
20130515,19.4,15.6,24.4,0,2154
20130516,22,15.3,28.3,0,2186
20130517,20.2,15.7,26.6,0,2157
20130518,17.7,13.7,22.3,4.2,2157
20130519,16.6,13.6,21.5,24.4,2197
20130520,14.4,12.1,18.5,0,2154
20130521,17.7,10.2,24.6,0,1953
20130522,19.7,13.9,25.9,0,1953
20130523,22.1,15.4,30.2,0,1981
20130524,21.3,15.7,27.5,0,2010
20130525,24.7,18.2,31.8,0,1946
20130526,23.9,20.8,28.4,0,2167
20130527,19.7,17.7,22.6,51.8,2400
20130528,18.9,17.6,20.9,26.1,2397
20130529,16.1,14.9,18.1,0.5,2434
20130530,19.2,14.3,25,0,2420
20130531,21.3,13.9,27.8,0,2420
20130601,21.7,17.4,27.9,0,2420
20130602,23.5,16.3,30.8,0,2391
20130603,21.3,18.4,26.7,0,2499
20130604,22.8,17.5,28.4,0,2604
20130605,24.8,19.1,30.4,0,2559
20130606,25,21.7,30,0.6,2661
20130607,25.7,20.7,31.1,0.2,2649
20130608,26.4,21,31.2,0,2659
20130609,27.4,22.3,32.4,0,2596
20130610,27.5,21.6,32.2,0,2596
20130611,23.7,20.5,26.7,4.8,2593
20130612,20.5,19.6,22.5,3.4,2593
20130613,23,18.8,27.5,0.1,2339
20130614,24.6,20.9,29.7,1.5,2466
20130615,24.6,21.3,29.1,0.1,2319
20130616,22.5,19.8,27.5,0,2357
20130617,22.3,19.9,25.8,1,2550
20130618,21.7,20.5,23.1,46.9,2709
20130619,24.3,20.6,29.6,20.1,2740
20130620,25.8,20.9,31.1,0,2781
20130621,26.6,22.9,31.8,0.4,2940
20130622,25.1,22.7,29.6,1.3,2876
20130623,22.9,20.6,26.2,2.9,2861
20130624,23.5,19.6,29.4,0,2790
20130625,25.1,21,29.8,6.5,2790
20130626,24.5,21.1,29.7,5.8,2613
20130627,25.1,20.4,31.8,3.5,2524
20130628,25.5,21.5,30.6,1.6,2524
20130629,27.2,21.8,32.6,0.1,2556
20130630,27.7,23.4,31.9,0,2504
20130701,27.1,23.9,31.3,0,2520
20130702,24.3,21.5,27.9,11.5,2520
20130703,25.2,20.5,30.7,18.6,2536
20130704,24.9,23.1,27.6,22.3,2349
20130705,25.6,22.1,30.2,51.5,2170
20130706,25.2,21.6,30.6,0,2123
20130707,24.9,22.4,29.5,19.3,2034
20130708,24.3,22.3,26.3,14.6,2029
20130709,24.5,23.5,26.2,1.7,2097
20130710,25.3,24.6,26.1,2.3,2097
20130711,24.6,23.8,25.1,5,2097
20130712,23.6,23.2,24.3,6.3,2097
20130713,24.2,22.2,25.6,18.4,2111
20130714,24.1,23.1,25.4,23.6,2011
20130715,26.5,23.6,29.1,14.2,2060
20130716,26.9,25.2,28.8,0.5,2166
20130717,24.2,23.5,25.7,8.5,2166
20130718,25.1,23.8,27.7,4.7,2166
20130719,26.8,23.3,30.5,0.4,2244
20130720,27,25.3,30.3,1.1,2244
20130721,26.8,25.6,28.4,1.3,2273
20130722,26.4,24.1,29.4,16.6,2273
20130723,25.7,24.7,26.4,17.3,2273
20130724,24.7,23.2,27.6,4.8,2371
20130725,26,22.9,30.2,0,2500
20130726,26.5,23.1,31.1,0,2523
20130727,26.2,23.1,31.2,0.1,2533
20130728,25.3,23.9,26.7,11.1,2533
20130729,26.5,24.4,29.6,5.2,2461
20130730,26.3,24,29.9,8.5,2461
20130731,26.4,24.7,29,12.9,2433
20130801,28,24.5,32.1,3.6,2469
20130802,27.4,25.2,29.3,3.7,2469
20130803,28.9,26.7,32.6,9.1,2709
20130804,28.3,26.4,31.3,7.6,2726
20130805,27.7,26.4,30.1,4.9,2633
20130806,26.4,23,27.6,9.8,2657
20130807,28.7,25,32.1,0,2633
20130808,29.3,27.3,32.8,0,2569
20130809,29.2,27.9,30.8,2.1,2569
20130810,28,25.8,29.4,6.4,2569
20130811,28.7,24.2,33.2,0.2,2569
20130812,29.3,27.1,32.6,0.2,2663
20130813,29,26.6,32.9,0,2603
20130814,28.6,26.2,32,0,2603
20130815,28.7,25.8,32.4,0.1,2603
20130816,28.7,26.1,31.7,0.5,2534
20130817,28.7,27.1,31.6,0,2339
20130818,28.3,26,31.5,0.7,2251
20130819,28.2,25.7,32.3,2.5,2216
20130820,27.4,23,32.3,0.6,2076
20130821,28.8,24.2,33.9,1.4,2054
20130822,29.3,26.3,32.3,6.6,2167
20130823,25.7,23.7,28.7,38.7,2203
20130824,26.6,21.9,31.5,31,2116
20130825,27.1,22,32.1,2.3,2136
20130826,27,22.8,31.6,0.1,1891
20130827,25.6,22.5,29.3,0,2177
20130828,26.4,22.7,30.8,0,2177
20130829,25.5,24.5,26.7,23.4,2293
20130830,25.1,22.3,28.3,4.7,2236
20130831,24,21.1,27.9,3.7,2184
20130901,23.5,19.8,28.2,0,2126
20130902,22.4,17.3,26.9,0.2,2154
20130903,21.7,16.4,26.8,0,2154
20130904,22,16.4,27.5,0,2186
20130905,21.2,17.9,24.1,0,2157
20130906,20.8,19,23.1,5.2,2157
20130907,21.9,17.9,26.9,1.6,2197
20130908,22.9,18.4,27.9,0,2154
20130909,23,19.8,26.5,0,1953
20130910,22,19.1,25.2,3,1953
20130911,20.1,19.1,20.9,9.9,1981
20130912,23,20.3,26.3,2.9,2010
20130913,22.9,20.9,25.2,14.4,1946
20130914,23.1,21.5,25.3,40.6,2167
20130915,23.4,20.3,28.2,0,2400
20130916,20.9,15.2,27,0.1,2397
20130917,22.6,17,29.3,0,2434
20130918,24.4,17.5,31.1,0,2420
20130919,24.7,20.5,30.2,0,2420
20130920,23.4,20.1,28,0,2420
20130921,23.8,19.9,27.8,0,2391
20130922,23.1,20.4,27.2,1.6,2499
20130923,23.8,18.6,29,0,2604
20130924,22,20,23.9,3.8,2559
20130925,19.5,15.3,24.2,1.1,2661
20130926,17.3,12.7,22.5,0.2,2649
20130927,17.9,10.9,24,0,2659
20130928,17.4,15.2,19.9,2.1,2596
20130929,17.2,14.7,19.7,26.8,2596
20130930,20.7,18,25.5,7.2,2593
20131001,21.6,17.2,27.2,0.5,2593
20131002,19.4,15,22.8,2.4,2339
20131003,16.3,11,21.3,0.1,2466
20131004,17.4,10.7,25.1,0,2319
20131005,20,12.6,28.1,0,2357
20131006,20.8,15.4,25.7,2.7,2550
20131007,22.8,19.8,26.9,0.9,2709
20131008,20,18,21.8,30.7,2740
20131009,20.5,15.5,26.4,0.6,2781
20131010,21.1,15.9,26.4,8.2,2940
20131011,18.1,14.1,20.7,0.3,2876
20131012,16.4,11,21.5,0,2861
20131013,17.3,12.2,23.4,0,2790
20131014,18.3,13.3,24.4,0,2790
20131015,12,7.7,17.4,5.8,2613
20131016,11.2,6.1,16.8,0,2524
20131017,12.4,6.8,18.9,0,2524
20131018,13.6,8.1,20.2,0,2556
20131019,14.6,9.8,19.5,0,2504
20131020,16.7,11.7,22.9,0.1,2520
20131021,16.2,12,22.2,0,2520
20131022,15.9,11.3,21.7,0.2,2536
20131023,16.2,12.2,22.1,0,2349
20131024,13.1,7.8,18.5,0,2170
20131025,9.3,5.3,14.5,0,2123
20131026,10,4.3,15.7,0,2034
20131027,11.4,5.1,18,0,2029
20131028,11.6,6.7,16.7,0,2097
20131029,12.7,9.5,16.5,0.3,2097
20131030,10.5,6.4,16.2,0,2097
20131031,11.7,5.5,18.8,0,2097
20131101,14.8,8.6,20.7,0,2111
20131102,11.6,8.6,14.9,2,2011
20131103,11.9,7.8,16.7,0.1,2060
20131104,12.6,9.2,17.6,0.3,2166
20131105,12.3,7.5,18.5,0,2166
20131106,12.2,9,15.9,0.9,2166
20131107,12.2,7.5,15.8,0.5,2244
20131108,9,4,14.5,0,2244
20131109,11.6,9.2,15.5,12.5,2273
20131110,5.5,2.1,10.4,0.6,2273
20131111,2.6,-1.4,7.5,0,2273
20131112,3.4,-1.1,8.5,0,2371
20131113,4.8,-0.9,11.4,0,2500
20131114,6.7,3.1,9.9,0.5,2523
20131115,8.2,5.8,12.4,0.7,2533
20131116,7,2.4,12,0.5,2533
20131117,5.2,2.2,7.6,1.4,2461
20131118,1.1,-1.5,4.2,1.4,2461
20131119,1.1,-1.7,3.8,0.8,2433
20131120,1.5,-1.9,5.9,0.1,2469
20131121,2.6,-1.4,7.3,0,2469
20131122,4.6,-0.7,10.5,0,2709
20131123,7.1,2.2,12.5,0,2726
20131124,7.3,4.4,10.6,14,2633
20131125,4.7,-0.1,10.2,12.6,2657
20131126,2.1,-2.4,5.8,0.3,2633
20131127,0,-4.3,4.7,6.7,2569
20131128,-3.8,-6.4,-0.9,1.3,2569
20131129,-0.7,-5.4,4.8,0.5,2569
20131130,5.3,-1.1,10.6,0,2569
20131201,4.5,1.4,8.6,0,2663
20131202,3.9,0.1,6.6,0,2603
20131203,6.7,4.5,9.9,0,2603
20131204,5.5,2.1,9.6,0,2603
20131205,5.5,2.1,9,0,2534
20131206,3,-0.7,7,0,2339
20131207,6.2,3.8,11,0,2251
20131208,4.2,2.5,6.5,0,2216
20131209,3.8,1.9,5.2,8.5,2076
20131210,0.3,-2.2,3.5,1.2,2054
20131211,-1.7,-4.3,0.2,2.2,2167
20131212,-3.2,-6.3,0.3,3.1,2203
20131213,-6.8,-8.9,-4.3,0.3,2116
20131214,-4.9,-8.5,-1.4,0.3,2136
20131215,-4.4,-8,0.7,0,2136
20131216,-3.6,-7.3,0.5,0,2014
20131217,-0.3,-5.5,4.7,1.7,2014
20131218,2.2,-0.9,6.5,0.4,2081
20131219,-3.5,-6.5,-0.9,1.2,2023
20131220,-4,-8.1,-0.1,1.2,1901
20131221,-3.1,-6.3,0.9,0.1,1869
20131222,-2.1,-6.8,3.1,0,1897
20131223,-1.1,-3.7,2.3,0,1789
20131224,-1.6,-5.9,4,0.1,1789
20131225,-0.5,-4.4,3.7,0,1789
20131226,-0.5,-4,2.7,0.3,1954
20131227,-6.8,-9.3,-3.7,0,1926
20131228,-6.5,-9.8,-2.7,0.1,1926
20131229,-2.9,-8,1.6,0.3,1926
20131230,2.2,-1.9,6.3,0,1926
20131231,3.8,0.5,8,0,1970
20140101,4,0.3,7.9,0,1889
20140102,1.5,-1.3,6.2,0,1889
20140103,2.3,-1.1,7.3,0,1929
20140104,-0.1,-3.7,5.6,1.2,1929
20140105,-0.8,-4.3,3.8,0.1,1944
20140106,0.8,-3.7,6.4,0,1959
20140107,3,0.3,5.5,0,1959
20140108,0.5,-5.7,4,1.8,1960
20140109,-7.8,-10.4,-4.3,0,1906
20140110,-4.7,-9.3,-0.9,0,1960
20140111,-1.7,-5.4,2.4,0,2003
20140112,-2.4,-7.7,2.5,0,2010
20140113,-6.2,-10.5,-1.6,0,2030
20140114,-4.3,-8.9,1.1,0,2030
20140115,-2.9,-7.6,2.2,0,2051
20140116,0.1,-4,3.6,0,2044
20140117,-0.1,-3.7,3.8,0,2034
20140118,-2.2,-4.9,0.8,0,2017
20140119,-2.6,-7.4,2.4,0,1959
20140120,-1.5,-4.2,1.9,1.5,2019
20140121,-5.5,-7.2,-3.1,1.4,2019
20140122,-3.9,-9.5,1.6,0,1993
20140123,-0.8,-5.2,4.1,0,1997
20140124,3,-1.1,5.7,0,1933
20140125,4.2,-0.4,6.3,1.9,2057
20140126,-2.1,-5.3,2.3,0.2,2079
20140127,0.2,-5.4,6,0,2180
20140128,1.5,-3,4.6,0.1,2126
20140129,2.2,-5.3,8.2,0.7,2031
20140130,4,-1,6.5,1.1,2061
20140131,1.3,-4.3,7,0,2050
20140201,4.9,3.7,6,6,2050
20140202,4.9,2.8,6.5,0.4,2147
20140203,-3.5,-8.2,2.8,0,2137
20140204,-7.4,-10.5,-3.7,0,2141
20140205,-4.8,-8.9,0.3,0,2144
20140206,-1.3,-5.2,4.5,0.3,2144
20140207,2.4,-2,7.6,2.8,2106
20140208,0.2,-1.5,2.5,3.2,2054
20140209,-1.6,-3.4,0.7,3.2,2054
20140210,-0.1,-2.9,4.4,2.2,2083
20140211,0.2,-3.8,5.2,0.6,2040
20140212,1.2,-2,5.1,0.4,2054
20140213,1.9,-2.1,6.5,2.1,2044
20140214,2.7,-0.7,7.6,0.2,2011
20140215,2.7,-1.9,8.5,0,2026
20140216,2.8,-1.1,8.1,0,2026
20140217,4.2,0.9,8.5,2.5,2050
20140218,2.5,0.3,5.4,0.5,2064
20140219,2.1,-1.9,6.7,0.1,2036
20140220,1.2,-1.2,5.5,0,1994
20140221,0.9,-4,6.9,0,2006
20140222,2.2,-2.1,7.4,0,1899
20140223,3.1,-1.8,8.5,0,1900
20140224,4.1,-0.3,9.3,0,1916
20140225,5.7,0.6,12.3,0,1916
20140226,8.4,1.4,16.4,4.1,1834
20140227,7.7,3.8,13.1,0.2,1657
20140228,6.7,1.3,12.3,0.1,1661
20140301,6,3.3,9.4,2.1,1689
20140302,4.5,-0.2,10.1,0.6,1699
20140303,5.2,-1,11.9,0,1699
20140304,6.3,2.2,12.3,0.2,1696
20140305,1.4,-1.4,5.3,0.7,1624
20140306,0.3,-3,5,0,1587
20140307,-0.6,-4.6,4.3,0,1616
20140308,2,-2.2,7,0,1687
20140309,1.4,-1.6,4.8,1.3,1767
20140310,1.5,-3.6,7.7,0,1801
20140311,4.5,-0.9,9.4,0,1813
20140312,6.9,4,9.5,23,1813
20140313,5.2,1.6,8.3,8.8,1774
20140314,3.4,-1.5,8.5,0.3,1774
20140315,6.8,0.1,13.4,0,1774
20140316,11.3,5.7,18.5,0,1939
20140317,12.6,6.9,19.4,1.3,1939
20140318,10.5,7.7,16,0.5,1924
20140319,9.6,7.4,12.3,0.1,1924
20140320,6.3,2.8,10.3,2.7,1839
20140321,5.9,1.2,12,0,1869
20140322,8.6,2.3,15.5,0,1851
20140323,9.6,4.6,15.5,0,1851
20140324,10.9,4.6,15.3,0,1940
20140325,14.6,11.9,18.2,9.3,1994
20140326,15.4,11.8,21.9,8.9,1823
20140327,13.5,7.7,20.4,0,1823
20140328,16.6,11.3,23.8,0,1686
20140329,15,13.2,18,10.7,1657
20140330,14.9,10.2,20.6,3.8,1881
20140331,14.5,8.8,20.2,0,1973
20140401,15.6,9.5,23,0,1973
20140402,15.5,9.9,21.9,0,1973
20140403,10.2,5.5,13.6,4.9,1860
20140404,6.6,2.3,11.7,0.8,1893
20140405,6.2,3.5,11,0.6,1876
20140406,7.4,2.3,12.8,0,1876
20140407,10.3,4.9,16.7,0,1876
20140408,11.9,5.7,19.7,0,1896
20140409,10.3,7,15.3,0,1867
20140410,12.5,7.2,20,0,1840
20140411,13.6,10.1,18.7,0.1,1840
20140412,14.3,11.1,17.2,0.1,1824
20140413,17.2,13.2,24.3,2.4,1691
20140414,16.3,12.1,22.4,0,1691
20140415,12.9,9.3,16.8,0,1710
20140416,14,10,19.4,0,1693
20140417,14.7,8.4,20.9,12.5,1679
20140418,15.9,12,23,0.7,1839
20140419,14,11.4,18.4,0,1839
20140420,14.6,10,21.6,0,1808
20140421,15.1,9.8,21.4,0,1853
20140422,16,9.6,23.3,0,1853
20140423,17.2,10.4,24.9,0,1928
20140424,18.6,12.1,26.2,0,1928
20140425,19,12.3,25.9,0,1928
20140426,18.7,13.3,25.4,0,1928
20140427,15.6,13.6,18.3,12.1,1928
20140428,13.6,12.2,15,27.2,1850
20140429,15,11.9,18.9,23.2,1850
20140430,16.1,11.4,21.4,1.1,1918
20140501,16,10.4,22.1,0,1943
20140502,15.7,11.1,24.8,0.2,1918
20140503,13.1,8,19.3,0,2059
20140504,12.3,8.5,20.5,1.2,2074
20140505,11.3,6.8,15.5,0.1,2098
20140506,13.1,7.6,19,0,2084
20140507,15.7,8.7,22.3,0.3,2084
20140508,14.5,11.5,19.5,2.7,2100
20140509,16.8,9.8,23.8,0,2188
20140510,20.5,12.9,28.3,0,2224
20140511,18.9,15.9,23.8,18.5,2190
20140512,16.4,13.6,20.4,15.6,1860
20140513,19.2,11.9,25.6,0,1856
20140514,19.6,15.3,25.9,1.6,1856
20140515,18.2,14.5,23.7,0,1856
20140516,19,12.3,26.2,0,1881
20140517,20,14.3,26.2,0,2184
20140518,20.3,13.7,27.1,0,2241
20140519,20,14.1,26.2,0,2186
20140520,21.5,16.1,28.4,4.5,2200
20140521,20.1,15.9,26.5,0,2338
20140522,20.9,13.6,28.3,0,2338
20140523,22,17.6,27.8,0,2374
20140524,21.3,16.9,27.9,0,2411
20140525,20.5,18.3,24.9,7.7,2411
20140526,19.4,16.5,24.7,2.3,2426
20140527,22.8,16.7,28.3,0,2401
20140528,24,19.9,29.8,1.2,2401
20140529,23.2,17.5,30.9,0,2418
20140530,24.8,17.3,31.8,0,2418
20140531,26.2,20.5,33.3,0,2308
20140601,24.7,20.4,29.9,0,2358
20140602,22.6,20.6,24.6,5.9,2408
20140603,18.7,17.5,21,19.8,2315
20140604,22.8,18.7,27.8,3.1,2315
20140605,22.9,20.4,26.1,1.2,2256
20140606,24.4,18.8,31.1,0,2084
20140607,23.5,19.7,27.1,0.2,2046
20140608,21.4,19.2,24.5,0.7,2080
20140609,22.9,18.5,28.7,0.9,2080
20140610,23.6,20,29.3,4,2108
20140611,20.5,18.3,26.9,4.8,2124
20140612,21.2,17.3,27.1,7.2,2158
20140613,21.3,18.4,25.8,1,2114
20140614,22.5,18.3,27.7,0,2076
20140615,23.2,19.5,28.5,0,2051
20140616,23.9,19.1,29,0,1976
20140617,24.5,21.5,30.7,1.9,1986
20140618,24.4,20.5,29.1,0.3,1986
20140619,22.5,20.8,25.6,0.3,1976
20140620,24.2,20.7,28.6,1.4,2044
20140621,23.1,19.8,28.2,2.3,2000
20140622,23.7,20.2,29,5.9,1946
